,acousticness,analysis_url,artist_discovery,artist_discovery_rank,artist_familiarity,artist_familiarity_rank,artist_hotttnesss,artist_hotttnesss_rank,artist_id,artist_location,artist_name,audio_md5,audio_summary,danceability,duration,energy,id,index,key,liveness,loudness,mode,song_currency,song_currency_rank,song_discovery,song_discovery_rank,song_hotttnesss,song_hotttnesss_rank,song_type,speechiness,tempo,time_signature,title,valence,date,first_ranking,billboard_year,billboard_week,latitude,longitude,location,location_lower,lower_title,lower_artist,year,band_singer,ranking,song,songurl,url
5740,0.38037,http://echonest-analysis.s3.amazonaws.com/TR/PpLAJA8ntad11aiFY3iAkNmdn4rCejJ6NYu9m4Zh2NqakwGz4H6_DkB2B676600OEPqQjV/3/full.json?AWSAccessKeyId=AKIAJRDFEY23UEVW42BQ&Expires=1449783058&Signature=gVLZXgMiMEg1wUZgk0acXE8L670%3D,0.357111235523,220134.0,0.725011,493.0,0.629748,1796.0,ARSKHHY1269FB3830E,"{u'latitude': 40.47441, u'location': u'Pittsburgh, PA', u'longitude': -79.950968}",Mac Miller,20953d50300526c35175f59be30fddb4,"{u'key': 10, u'analysis_url': u'http://echonest-analysis.s3.amazonaws.com/TR/PpLAJA8ntad11aiFY3iAkNmdn4rCejJ6NYu9m4Zh2NqakwGz4H6_DkB2B676600OEPqQjV/3/full.json?AWSAccessKeyId=AKIAJRDFEY23UEVW42BQ&Expires=1449783058&Signature=gVLZXgMiMEg1wUZgk0acXE8L670%3D', u'energy': 0.449926, u'liveness': 0.549284, u'tempo': 93.711, u'speechiness': 0.181391, u'mode': 0, u'acousticness': 0.38037, u'danceability': 0.74525, u'time_signature': 4, u'duration': 236.5122, u'loudness': -15.483, u'audio_md5': u'20953d50300526c35175f59be30fddb4', u'valence': 0.480647, u'instrumentalness': 0.0}",0.74525,236.5122,0.449926,SOIVXFW14F1A6A1BEA,359,10,0.549284,-15.483,0,0.0,,0.0,,0.0,,"[studio, electric, vocal]",0.181391,93.711,4,100 Grandkids,0.480647,2015-08-29,100,2015.0,40.0,40.47441,-79.950968,"Pittsburgh, PA","pittsburgh, pa",100 grandkids,mac miller,,,,,,
5741,0.155448,http://echonest-analysis.s3.amazonaws.com/TR/W6IFag2dIJjKepYSj2sNSP5lNz_lWtrE11MhbXBs9P-srKdu1Ry5ox4Wq_H8iw5evrKv_w8xiHSXTZQtA%3D/3/full.json?AWSAccessKeyId=AKIAJRDFEY23UEVW42BQ&Expires=1449783062&Signature=R59z2xWpc8652NG21zevMyp/%2BQ8%3D,0.376732307014,166519.0,0.75091,295.0,0.703872,654.0,ARSL5SP1187B9A7AE0,"{u'latitude': 33.8953, u'location': u'Compton, CA, US', u'longitude': -118.224}",N.W.A,,"{u'key': 8, u'analysis_url': u'http://echonest-analysis.s3.amazonaws.com/TR/W6IFag2dIJjKepYSj2sNSP5lNz_lWtrE11MhbXBs9P-srKdu1Ry5ox4Wq_H8iw5evrKv_w8xiHSXTZQtA%3D/3/full.json?AWSAccessKeyId=AKIAJRDFEY23UEVW42BQ&Expires=1449783062&Signature=R59z2xWpc8652NG21zevMyp/%2BQ8%3D', u'energy': 0.965818, u'liveness': 0.498829, u'tempo': 102.114, u'speechiness': 0.204817, u'mode': 1, u'acousticness': 0.155448, u'danceability': 0.790882, u'time_signature': 4, u'duration': 242.46667, u'loudness': -4.798, u'audio_md5': u'', u'valence': 0.41743, u'instrumentalness': 0.0}",0.790882,242.46667,0.965818,SOKHPQE12AF72AB14A,360,8,0.498829,-4.798,1,0.0621346153846,8822.0,0.00326035492147,1079412.0,0.305438,139325.0,"[studio, electric, vocal]",0.204817,102.114,4,Straight Outta Compton (Edited),0.41743,2015-09-05,38,2015.0,41.0,33.8953,-118.224,"Compton, CA, US","compton, ca, us",straight outta compton (edited),n.w.a,,,,,,
5742,0.002656,http://echonest-analysis.s3.amazonaws.com/TR/FRkFbACsEjsS3xXES2kWW5DUNbMUeKfmaM7CJ-_QKxUZhzagMChCSDrXLFXK3y0n04IMpf/3/full.json?AWSAccessKeyId=AKIAJRDFEY23UEVW42BQ&Expires=1449783066&Signature=Q/uUO2uRaBEFj8jlGe%2BUAZwVR4w%3D,0.232915303491,1211027.0,0.015311,2066211.0,0.243322,1553693.0,ARYWAQR1492E32C01B,{},@iHeartMemphis,c7bce30717d5d8743d612716b9b52af6,"{u'key': 10, u'analysis_url': u'http://echonest-analysis.s3.amazonaws.com/TR/FRkFbACsEjsS3xXES2kWW5DUNbMUeKfmaM7CJ-_QKxUZhzagMChCSDrXLFXK3y0n04IMpf/3/full.json?AWSAccessKeyId=AKIAJRDFEY23UEVW42BQ&Expires=1449783066&Signature=Q/uUO2uRaBEFj8jlGe%2BUAZwVR4w%3D', u'energy': 0.482147, u'liveness': 0.056263, u'tempo': 159.98, u'speechiness': 0.365984, u'mode': 0, u'acousticness': 0.002656, u'danceability': 0.75178, u'time_signature': 4, u'duration': 181.05424, u'loudness': -7.0, u'audio_md5': u'c7bce30717d5d8743d612716b9b52af6', u'valence': 0.735654, u'instrumentalness': 0.0}",0.75178,181.05424,0.482147,SOEAQYQ15103A6DA45,361,10,0.056263,-7.0,0,0.0,,0.0,,0.0,,"[studio, electric, vocal]",0.365984,159.98,4,Hit The Quan,0.735654,2015-09-05,41,2015.0,41.0,40.6775,-73.7875,"South Jamaica, New York, NY, US","south jamaica, new york, ny, us",hit the quan,@iheartmemphis,,,,,,
5743,0.041714,http://echonest-analysis.s3.amazonaws.com/TR/QlTx8Qfa5qg1eX7SASYcZw4cCYEl-HN9R2micflyvSUoBYk3nYuRTt896raQ3ROtrUFoPZOFhg3yCSVms%3D/3/full.json?AWSAccessKeyId=AKIAJRDFEY23UEVW42BQ&Expires=1449783070&Signature=cqLdUUqJQ9xwYV%2BNla3YrqEZs40%3D,0.398807570646,109661.0,0.73176,436.0,0.713634,550.0,AR0D6EL1187B9AF46B,"{u'latitude': 33.8953, u'location': u'Compton, CA, US', u'longitude': -118.224}",Eazy-E,,"{u'key': 3, u'analysis_url': u'http://echonest-analysis.s3.amazonaws.com/TR/QlTx8Qfa5qg1eX7SASYcZw4cCYEl-HN9R2micflyvSUoBYk3nYuRTt896raQ3ROtrUFoPZOFhg3yCSVms%3D/3/full.json?AWSAccessKeyId=AKIAJRDFEY23UEVW42BQ&Expires=1449783070&Signature=cqLdUUqJQ9xwYV%2BNla3YrqEZs40%3D', u'energy': 0.479262, u'liveness': 0.334419, u'tempo': 87.691, u'speechiness': 0.315772, u'mode': 1, u'acousticness': 0.041714, u'danceability': 0.785173, u'time_signature': 4, u'duration': 339.89333, u'loudness': -10.247, u'audio_md5': u'', u'valence': 0.732664, u'instrumentalness': 3.5e-05}",0.785173,339.89333,0.479262,SOYTTAD1376E7599A0,362,3,0.334419,-10.247,1,0.0110131848813,59416.0,0.0,,0.0,,"[studio, electric, vocal]",0.315772,87.691,4,Boyz-N-The-Hood,0.732664,2015-09-05,50,2015.0,41.0,33.8953,-118.224,"Compton, CA, US","compton, ca, us",boyz-n-the-hood,eazy-e,,,,,,
5744,0.048468,http://echonest-analysis.s3.amazonaws.com/TR/kgi8YgPETGkXGiJ0YOwzXw0KD1PVyw24ZAfV8gZu0H5XwdJXWJR8FEaH2Z8j8aLuwezBKJmQ8z65MsQTo%3D/3/full.json?AWSAccessKeyId=AKIAJRDFEY23UEVW42BQ&Expires=1449783074&Signature=9uZBQn4vGIPRExcrk%2B%2B7vopcM9w%3D,0.421590789032,69446.0,0.752461,288.0,0.790536,105.0,ARCBD0U1187FB466EF,"{u'latitude': 38.631501, u'location': u'Saint Louis, MO ', u'longitude': -90.19231}",Nelly,,"{u'key': 8, u'analysis_url': u'http://echonest-analysis.s3.amazonaws.com/TR/kgi8YgPETGkXGiJ0YOwzXw0KD1PVyw24ZAfV8gZu0H5XwdJXWJR8FEaH2Z8j8aLuwezBKJmQ8z65MsQTo%3D/3/full.json?AWSAccessKeyId=AKIAJRDFEY23UEVW42BQ&Expires=1449783074&Signature=9uZBQn4vGIPRExcrk%2B%2B7vopcM9w%3D', u'energy': 0.478565, u'liveness': 0.102313, u'tempo': 95.505, u'speechiness': 0.042938, u'mode': 1, u'acousticness': 0.048468, u'danceability': 0.811558, u'time_signature': 4, u'duration': 173.04526, u'loudness': -6.47, u'audio_md5': u'', u'valence': 0.096632, u'instrumentalness': 0.0}",0.811558,173.04526,0.478565,SOWSCHJ14F3CD544E6,363,8,0.102313,-6.47,1,0.0,,0.0,,0.013256,6010616.0,"[studio, electric, vocal]",0.042938,95.505,4,The Fix,0.096632,2015-09-05,86,2015.0,41.0,38.631501,-90.19231,"Saint Louis, MO ","saint louis, mo ",the fix,nelly,,,,,,
5745,0.000776,http://echonest-analysis.s3.amazonaws.com/TR/QGjqtA3V_CT9hLxKsarweGNFPuxRmhverWcNLDBcxnxgb-Uq40ldEZ4RAWjS3Xy38hx-Zyd6KT6xGp8eo%3D/3/full.json?AWSAccessKeyId=AKIAJRDFEY23UEVW42BQ&Expires=1449783078&Signature=ihIN2yPzsU4/KHo7cVOEfmuphUE%3D,0.538138859262,1665.0,0.637248,1815.0,0.801679,83.0,AREXQVQ13B20C75202,"{u'latitude': -33.883333, u'location': u'Sydney, Australia ', u'longitude': 151.216667}",5 Seconds Of Summer,,"{u'key': 2, u'analysis_url': u'http://echonest-analysis.s3.amazonaws.com/TR/QGjqtA3V_CT9hLxKsarweGNFPuxRmhverWcNLDBcxnxgb-Uq40ldEZ4RAWjS3Xy38hx-Zyd6KT6xGp8eo%3D/3/full.json?AWSAccessKeyId=AKIAJRDFEY23UEVW42BQ&Expires=1449783078&Signature=ihIN2yPzsU4/KHo7cVOEfmuphUE%3D', u'energy': 0.882202, u'liveness': 0.128646, u'tempo': 92.707, u'speechiness': 0.047642, u'mode': 1, u'acousticness': 0.000776, u'danceability': 0.425533, u'time_signature': 4, u'duration': 212.55546, u'loudness': -3.074, u'audio_md5': u'', u'valence': 0.566682, u'instrumentalness': 0.0}",0.425533,212.55546,0.882202,SOLEBOI14F370F3D81,364,2,0.128646,-3.074,1,0.0,,0.0,,0.075,2405611.0,"[studio, electric, vocal]",0.047642,92.707,4,Fly Away,0.566682,2015-09-05,100,2015.0,41.0,-33.883333,151.216667,"Sydney, Australia ","sydney, australia ",fly away,5 seconds of summer,,,,,,
5746,0.048424,http://echonest-analysis.s3.amazonaws.com/TR/k7VNUwlRHqW8tBuSRieH3WXi1VCoIvTVkVXX6Oi4YB6ILC-3lUPwUOuD8zIghpgGVqqDnJRpRBC5xJKB4%3D/3/full.json?AWSAccessKeyId=AKIAJRDFEY23UEVW42BQ&Expires=1449783082&Signature=BMQceIHHrX3bCBlLOTwu61RtV5E%3D,0.397050608855,113494.0,0.775353,201.0,0.787147,109.0,ARLE2071187FB3A270,"{u'latitude': 35.47, u'location': u'Checotah, OK, US', u'longitude': -95.5224}",Carrie Underwood,,"{u'key': 11, u'analysis_url': u'http://echonest-analysis.s3.amazonaws.com/TR/k7VNUwlRHqW8tBuSRieH3WXi1VCoIvTVkVXX6Oi4YB6ILC-3lUPwUOuD8zIghpgGVqqDnJRpRBC5xJKB4%3D/3/full.json?AWSAccessKeyId=AKIAJRDFEY23UEVW42BQ&Expires=1449783082&Signature=BMQceIHHrX3bCBlLOTwu61RtV5E%3D', u'energy': 0.834262, u'liveness': 0.153377, u'tempo': 160.226, u'speechiness': 0.056667, u'mode': 1, u'acousticness': 0.048424, u'danceability': 0.441225, u'time_signature': 4, u'duration': 201.08, u'loudness': -3.715, u'audio_md5': u'', u'valence': 0.563424, u'instrumentalness': 0.0}",0.441225,201.08,0.834262,SORKSZF14F89B67385,365,11,0.153377,-3.715,1,0.0,,0.0,,0.075,2405611.0,"[studio, electric, vocal]",0.056667,160.226,4,Smoke Break,0.563424,2015-09-12,43,2015.0,42.0,35.47,-95.5224,"Checotah, OK, US","checotah, ok, us",smoke break,carrie underwood,,,,,,
5747,0.011126,http://echonest-analysis.s3.amazonaws.com/TR/VoCdEwGFZSvKiu-VWVa0kCOOmEThru5yB_UXGeSkyq7YY6fgNJX_6lN8HoJK5KY_e_fPqm9BQ9hBE0pqQ%3D/3/full.json?AWSAccessKeyId=AKIAJRDFEY23UEVW42BQ&Expires=1449783087&Signature=WgsqUdV6AgcYNmVGGR2HKBlkMAE%3D,0.493124136469,4550.0,0.683966,929.0,0.800114,86.0,AR0SJVA11C8A414FDE,"{u'latitude': 41.0108, u'location': u'Wyckoff, NJ, US', u'longitude': -74.1667}",Nick Jonas,,"{u'key': 1, u'analysis_url': u'http://echonest-analysis.s3.amazonaws.com/TR/VoCdEwGFZSvKiu-VWVa0kCOOmEThru5yB_UXGeSkyq7YY6fgNJX_6lN8HoJK5KY_e_fPqm9BQ9hBE0pqQ%3D/3/full.json?AWSAccessKeyId=AKIAJRDFEY23UEVW42BQ&Expires=1449783087&Signature=WgsqUdV6AgcYNmVGGR2HKBlkMAE%3D', u'energy': 0.906471, u'liveness': 0.437286, u'tempo': 125.047, u'speechiness': 0.213235, u'mode': 1, u'acousticness': 0.011126, u'danceability': 0.769885, u'time_signature': 4, u'duration': 211.18667, u'loudness': -4.028, u'audio_md5': u'', u'valence': 0.506591, u'instrumentalness': 0.0}",0.769885,211.18667,0.906471,SOVQOWK150D042F85B,366,1,0.437286,-4.028,1,0.0,,0.0,,0.0,,"[studio, electric, vocal]",0.213235,125.047,4,Levels,0.506591,2015-09-12,87,2015.0,42.0,41.0108,-74.1667,"Wyckoff, NJ, US","wyckoff, nj, us",levels,nick jonas,,,,,,
5748,0.263774,http://echonest-analysis.s3.amazonaws.com/TR/zr5qwAxG-ghYABvTa6MUE06UDouUcrv696beS6DUGmiSj-MbQTdLYC-7S6deDvIXEbd03LVERNruYTxVE%3D/3/full.json?AWSAccessKeyId=AKIAJRDFEY23UEVW42BQ&Expires=1449783091&Signature=PamIylf/2mUDIB2TklMFcz%2BgkhI%3D,0.407834154251,92505.0,0.748766,313.0,0.758207,236.0,ARFIDHF12496DAB7E1,"{u'latitude': 35.0545, u'location': u'Fayetteville, NC, US', u'longitude': -78.8776}",J. Cole,,"{u'key': 10, u'analysis_url': u'http://echonest-analysis.s3.amazonaws.com/TR/zr5qwAxG-ghYABvTa6MUE06UDouUcrv696beS6DUGmiSj-MbQTdLYC-7S6deDvIXEbd03LVERNruYTxVE%3D/3/full.json?AWSAccessKeyId=AKIAJRDFEY23UEVW42BQ&Expires=1449783091&Signature=PamIylf/2mUDIB2TklMFcz%2BgkhI%3D', u'energy': 0.523909, u'liveness': 0.055501, u'tempo': 99.948, u'speechiness': 0.338831, u'mode': 0, u'acousticness': 0.263774, u'danceability': 0.663527, u'time_signature': 4, u'duration': 292.98667, u'loudness': -8.338, u'audio_md5': u'', u'valence': 0.474055, u'instrumentalness': 1e-06}",0.663527,292.98667,0.523909,SOKBMJZ149D942B9FA,367,10,0.055501,-8.338,0,0.0560489352062,11057.0,0.0326783091876,40576.0,0.566731,1392.0,"[studio, electric, vocal]",0.338831,99.948,4,No Role Modelz,0.474055,2015-09-12,91,2015.0,42.0,35.0545,-78.8776,"Fayetteville, NC, US","fayetteville, nc, us",no role modelz,j. cole,,,,,,
5749,0.164097,http://echonest-analysis.s3.amazonaws.com/TR/ErpzaAXvwKek2aoiBCkRBctQsJyTj6AcDg_149eSZjC4dvAuPnUOqlVkNLux8QphiSBacR/3/full.json?AWSAccessKeyId=AKIAJRDFEY23UEVW42BQ&Expires=1449783095&Signature=XJEGHkHEYSj9hgvdIPzs/bOFNx0%3D,0.593634503011,650.0,0.593557,3325.0,0.821942,53.0,ARZEHLK12DDD1882BF,"{u'latitude': 47.60621, u'location': u'Seattle, WA', u'longitude': -122.332071}",Macklemore & Ryan Lewis,60dc4467b96197c001c8b189c1d3c029,"{u'key': 1, u'analysis_url': u'http://echonest-analysis.s3.amazonaws.com/TR/ErpzaAXvwKek2aoiBCkRBctQsJyTj6AcDg_149eSZjC4dvAuPnUOqlVkNLux8QphiSBacR/3/full.json?AWSAccessKeyId=AKIAJRDFEY23UEVW42BQ&Expires=1449783095&Signature=XJEGHkHEYSj9hgvdIPzs/bOFNx0%3D', u'energy': 0.312779, u'liveness': 0.233517, u'tempo': 109.733, u'speechiness': 0.144591, u'mode': 1, u'acousticness': 0.164097, u'danceability': 0.810345, u'time_signature': 4, u'duration': 265.7171, u'loudness': -16.358, u'audio_md5': u'60dc4467b96197c001c8b189c1d3c029', u'valence': 0.770995, u'instrumentalness': 1e-06}",0.810345,265.7171,0.312779,SOWQZAA15001FF0775,368,1,0.233517,-16.358,1,0.0,,0.0,,0.0,,"[studio, electric, vocal]",0.144591,109.733,4,Downtown,0.770995,2015-09-12,94,2015.0,42.0,47.60621,-122.332071,"Seattle, WA","seattle, wa",downtown,macklemore & ryan lewis,,,,,,
5750,0.02299,http://echonest-analysis.s3.amazonaws.com/TR/g4xxNQz6tzcvxH6s9eq1KNNo6gDf24Q-T2H3dj7KsIZSk7OymaxN9BJEuwJm8ESOBD9YutCW5y4rbv5Vk%3D/3/full.json?AWSAccessKeyId=AKIAJRDFEY23UEVW42BQ&Expires=1449783099&Signature=K%2BGfcqtzwvzioh/oUmDOQPd2omk%3D,0.36409440839,201029.0,0.827463,57.0,0.836632,34.0,ARXOTQH1187FB57084,"{u'latitude': 37.916613, u'location': u'Tappahannock, VA', u'longitude': -76.947547}",Chris Brown,,"{u'key': 5, u'analysis_url': u'http://echonest-analysis.s3.amazonaws.com/TR/g4xxNQz6tzcvxH6s9eq1KNNo6gDf24Q-T2H3dj7KsIZSk7OymaxN9BJEuwJm8ESOBD9YutCW5y4rbv5Vk%3D/3/full.json?AWSAccessKeyId=AKIAJRDFEY23UEVW42BQ&Expires=1449783099&Signature=K%2BGfcqtzwvzioh/oUmDOQPd2omk%3D', u'energy': 0.348305, u'liveness': 0.107475, u'tempo': 104.985, u'speechiness': 0.045023, u'mode': 0, u'acousticness': 0.02299, u'danceability': 0.68498, u'time_signature': 4, u'duration': 227.08712, u'loudness': -8.596, u'audio_md5': u'', u'valence': 0.378263, u'instrumentalness': 0.0}",0.68498,227.08712,0.348305,SOIKGVA14E646D65DE,369,5,0.107475,-8.596,0,0.999335989376,136.0,0.0886782749724,7599.0,0.490861,5755.0,"[studio, electric, vocal]",0.045023,104.985,4,Liquor,0.378263,2015-09-12,96,2015.0,42.0,37.916613,-76.947547,"Tappahannock, VA","tappahannock, va",liquor,chris brown,,,,,,
5751,0.109611,http://echonest-analysis.s3.amazonaws.com/TR/qfavLgNBh1tItRWHAkUU-AtnlDjPXi8aLkvallwo2Tir10e_CaLbWRKzaBxriBVe1q4tKffFoc-hS4XsU%3D/3/full.json?AWSAccessKeyId=AKIAJRDFEY23UEVW42BQ&Expires=1449783103&Signature=K2CKNM6Y9i4LtlRfBCxUbKLn14U%3D,0.368057967728,188834.0,0.748093,317.0,0.683198,890.0,ARL60FF1187B9AE52D,"{u'latitude': 37.235551, u'location': u'Petersburg, VA', u'longitude': -77.335396}",Trey Songz,,"{u'key': 0, u'analysis_url': u'http://echonest-analysis.s3.amazonaws.com/TR/qfavLgNBh1tItRWHAkUU-AtnlDjPXi8aLkvallwo2Tir10e_CaLbWRKzaBxriBVe1q4tKffFoc-hS4XsU%3D/3/full.json?AWSAccessKeyId=AKIAJRDFEY23UEVW42BQ&Expires=1449783103&Signature=K2CKNM6Y9i4LtlRfBCxUbKLn14U%3D', u'energy': 0.540568, u'liveness': 0.247727, u'tempo': 203.838, u'speechiness': 0.076116, u'mode': 0, u'acousticness': 0.109611, u'danceability': 0.571597, u'time_signature': 4, u'duration': 196.89977, u'loudness': -4.867, u'audio_md5': u'', u'valence': 0.708284, u'instrumentalness': 0.0}",0.571597,196.89977,0.540568,SOYIYFZ14D36FEFE93,370,0,0.247727,-4.867,0,0.236340325497,1882.0,0.123077143926,4905.0,0.511363,3966.0,"[studio, electric, vocal]",0.076116,203.838,4,About You,0.708284,2015-09-12,98,2015.0,42.0,37.235551,-77.335396,"Petersburg, VA","petersburg, va",about you,trey songz,,,,,,
5752,0.011565,http://echonest-analysis.s3.amazonaws.com/TR/UeDHWgAP5VyzW0M3geGhzwd8geeQoEDIRFYPW9b3rb6g5sSdTZGhpcl3XnP4qVQmLBfuRB3WI6L6Nlo6Q%3D/3/full.json?AWSAccessKeyId=AKIAJRDFEY23UEVW42BQ&Expires=1449783107&Signature=d4rJBoekGneDF8wQ%2B9yh5HHFlbc%3D,0.59466475713,630.0,0.459919,18052.0,0.674752,1010.0,ARNPUSM14741C6C806,{},Andrew McMahon In The Wilderness,,"{u'key': 0, u'analysis_url': u'http://echonest-analysis.s3.amazonaws.com/TR/UeDHWgAP5VyzW0M3geGhzwd8geeQoEDIRFYPW9b3rb6g5sSdTZGhpcl3XnP4qVQmLBfuRB3WI6L6Nlo6Q%3D/3/full.json?AWSAccessKeyId=AKIAJRDFEY23UEVW42BQ&Expires=1449783107&Signature=d4rJBoekGneDF8wQ%2B9yh5HHFlbc%3D', u'energy': 0.842425, u'liveness': 0.32816, u'tempo': 194.048, u'speechiness': 0.136525, u'mode': 1, u'acousticness': 0.011565, u'danceability': 0.382887, u'time_signature': 4, u'duration': 223.87973, u'loudness': -7.119, u'audio_md5': u'', u'valence': 0.229658, u'instrumentalness': 0.0}",0.382887,223.87973,0.842425,SOTLAID147F5D4A634,371,0,0.32816,-7.119,1,0.0663765969265,7601.0,0.0751353956521,9569.0,0.474939,7692.0,"[studio, electric, vocal]",0.136525,194.048,4,Cecilia And The Satellite,0.229658,2015-09-12,99,2015.0,42.0,33.422269,-111.82264,"Mesa, AZ","mesa, az",cecilia and the satellite,andrew mcmahon in the wilderness,,,,,,
5753,0.285722,http://echonest-analysis.s3.amazonaws.com/TR/9c4UCAKrO0QcAt1hABJkbM2C8q6hhg2YlQm2mhq6NGxYs71-ICmyOCX9Bz2S9Qch6KI5A-Db96fSVwUyI%3D/3/full.json?AWSAccessKeyId=AKIAJRDFEY23UEVW42BQ&Expires=1449783111&Signature=BRaAEr3k3SqRSaHUwwCcyA4aQFw%3D,0.450038318984,33627.0,0.546387,6093.0,0.578865,3618.0,ARZINNO12E9676DABF,"{u'latitude': 36.165688, u'location': u'Nashville, TN', u'longitude': -86.778098}",Kip Moore,,"{u'key': 7, u'analysis_url': u'http://echonest-analysis.s3.amazonaws.com/TR/9c4UCAKrO0QcAt1hABJkbM2C8q6hhg2YlQm2mhq6NGxYs71-ICmyOCX9Bz2S9Qch6KI5A-Db96fSVwUyI%3D/3/full.json?AWSAccessKeyId=AKIAJRDFEY23UEVW42BQ&Expires=1449783111&Signature=BRaAEr3k3SqRSaHUwwCcyA4aQFw%3D', u'energy': 0.881843, u'liveness': 0.147815, u'tempo': 89.975, u'speechiness': 0.038607, u'mode': 1, u'acousticness': 0.285722, u'danceability': 0.692986, u'time_signature': 4, u'duration': 136.28, u'loudness': -5.321, u'audio_md5': u'', u'valence': 0.835341, u'instrumentalness': 0.0}",0.692986,136.28,0.881843,SOIRFPM14AE63AB9EE,372,7,0.147815,-5.321,1,0.0421191543882,17234.0,0.096992625452,6735.0,0.460465,10038.0,"[studio, electric, vocal]",0.038607,89.975,4,I'm To Blame,0.835341,2015-09-12,100,2015.0,42.0,36.165688,-86.778098,"Nashville, TN","nashville, tn",i'm to blame,kip moore,,,,,,
5754,0.620985,http://echonest-analysis.s3.amazonaws.com/TR/UPVvvAw02ouEFRCyTx2vL0JiOH_CFuXKNL_Ol9s8CaeGzi38E_dlQeh8lEefiOwp7A4Xe_dHy99sLcQ0g%3D/3/full.json?AWSAccessKeyId=AKIAJRDFEY23UEVW42BQ&Expires=1449783116&Signature=9JBpYiSgYOXSb%2B815yuwFGTSrT4%3D,0.375881079165,168293.0,0.842248,38.0,0.907172,3.0,ARFCWSZ123526A0AFD,"{u'latitude': 43.366667, u'location': u'Stratford, Canada', u'longitude': -80.983333}",Justin Bieber,,"{u'key': 5, u'analysis_url': u'http://echonest-analysis.s3.amazonaws.com/TR/UPVvvAw02ouEFRCyTx2vL0JiOH_CFuXKNL_Ol9s8CaeGzi38E_dlQeh8lEefiOwp7A4Xe_dHy99sLcQ0g%3D/3/full.json?AWSAccessKeyId=AKIAJRDFEY23UEVW42BQ&Expires=1449783116&Signature=9JBpYiSgYOXSb%2B815yuwFGTSrT4%3D', u'energy': 0.540218, u'liveness': 0.090775, u'tempo': 125.035, u'speechiness': 0.090414, u'mode': 0, u'acousticness': 0.620985, u'danceability': 0.83387, u'time_signature': 4, u'duration': 207.54667, u'loudness': -8.674, u'audio_md5': u'', u'valence': 0.815653, u'instrumentalness': 0.000524}",0.83387,207.54667,0.540218,SOEIXEC14F7712B1C0,373,5,0.090775,-8.674,0,0.0,,0.0,,0.075,2405611.0,"[studio, vocal]",0.090414,125.035,4,What Do You Mean?,0.815653,2015-09-19,1,2015.0,43.0,43.366667,-80.983333,"Stratford, Canada","stratford, canada",what do you mean?,justin bieber,,,,,,
5755,0.028857,http://echonest-analysis.s3.amazonaws.com/TR/n7F30QlFuvB83JSG606yySWBV-b44AQfI28_oZBJcEfMuNQciQshTrRPavhXPUt5KfZmm0/3/full.json?AWSAccessKeyId=AKIAJRDFEY23UEVW42BQ&Expires=1449783120&Signature=TIR7g542bAoWIxFD1Fohq0I%2B6l0%3D,0.337994917103,279733.0,0.869065,14.0,0.902243,5.0,ARS54I31187FB46721,"{u'latitude': 40.357242, u'location': u'Reading, PA', u'longitude': -75.940153}",Taylor Swift,d1edcf37abdb971eb8f19ad73c4deaf6,"{u'key': 8, u'analysis_url': u'http://echonest-analysis.s3.amazonaws.com/TR/n7F30QlFuvB83JSG606yySWBV-b44AQfI28_oZBJcEfMuNQciQshTrRPavhXPUt5KfZmm0/3/full.json?AWSAccessKeyId=AKIAJRDFEY23UEVW42BQ&Expires=1449783120&Signature=TIR7g542bAoWIxFD1Fohq0I%2B6l0%3D', u'energy': 0.350118, u'liveness': 0.181365, u'tempo': 140.018, u'speechiness': 0.056261, u'mode': 1, u'acousticness': 0.028857, u'danceability': 0.550147, u'time_signature': 4, u'duration': 208.37832, u'loudness': -18.961, u'audio_md5': u'd1edcf37abdb971eb8f19ad73c4deaf6', u'valence': 0.457407, u'instrumentalness': 0.023755}",0.550147,208.37832,0.350118,SOSPQPA14F8BAD8054,374,8,0.181365,-18.961,1,0.0,,0.0,,0.0,,"[studio, electric, vocal]",0.056261,140.018,4,Wildest Dreams,0.457407,2015-09-19,15,2015.0,43.0,40.357242,-75.940153,"Reading, PA","reading, pa",wildest dreams,taylor swift,,,,,,
